comp_ticker,comp_name,total_esg_score,total_esg_score_percentile,environmental_risk_score,social_risk_score,governance_risk_score,controversy_level,last_update,flag_alcoholic_beverages,flag_adult_entertainment,flag_gambling,flag_tobacco_products,flag_animal_testing,flag_fur_and_specialty_leather,flag_controversial_weapons,flag_small_arms,flag_catholic_values,flag_gmo,flag_military_contracting,flag_pesticides,flag_thermal_coal,flag_palm_oil
HKTTF,HKT Trust and HKT Limited,24,37,5.0,11.0,8.0,0.0,3/2021,,,,,,,,,,,,,,
TECK,Teck Resources Limited,19,17,8.0,6.0,5.0,3.0,3/2021,,,,,,,,,,,,,,
FRFHF,Fairfax Financial Holdings Limited,31,62,2.0,13.0,16.0,2.0,3/2021,,,,,,,,,,,,,,
PSZKF,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna,26,41,2.0,12.0,12.0,2.0,3/2021,,,,,,,,,,,,,,
IPG,"The Interpublic Group of Companies, Inc.",16,10,0.0,10.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
BEP,Brookfield Renewable Partners L.P.,21,25,2.0,13.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
RPM,RPM International Inc.,46,94,22.0,13.0,11.0,2.0,3/2021,,,,,,,,,,,,,,
LEA,Lear Corporation,15,9,5.0,5.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
HLPPF,Hang Lung Properties Limited,17,11,3.0,6.0,8.0,0.0,3/2021,,,,,,,,,,,,,,
BBRYF,Burberry Group plc,10,2,1.0,4.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
RCDTF,Recordati Industria Chimica e Farmaceutica S.p.A.,35,73,2.0,20.0,13.0,1.0,3/2021,,,,,,,,,,,,,,
ALLE,Allegion plc,22,27,11.0,4.0,7.0,0.0,3/2021,,,,,,,,,,,,,,
CBOE,"Cboe Global Markets, Inc.",19,17,3.0,7.0,9.0,2.0,3/2021,,,,,,,,,,,,,,
MTRAF,Metro Inc.,20,20,6.0,8.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
TTC,The Toro Company,19,18,5.0,9.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
QGEN,QIAGEN N.V.,17,14,2.0,8.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
NWL,Newell Brands Inc.,16,10,7.0,5.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
BG,Bunge Limited,36,75,15.0,15.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
MTLHF,Mitsubishi Chemical Holdings Corporation,35,74,15.0,9.0,10.0,1.0,3/2021,,,,,,,,,,,,,,
WYNMF,"Wynn Macau, Limited",22,26,2.0,10.0,9.0,3.0,3/2021,,,,,,,,,,,,,,
EMRAF,Emera Incorporated,35,73,18.0,11.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
CPT,Camden Property Trust,16,11,5.0,5.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
BAH,Booz Allen Hamilton Holding Corporation,23,30,1.0,15.0,7.0,2.0,3/2021,,,,,,,,,,,,,,
EWBC,"East West Bancorp, Inc.",26,44,2.0,13.0,12.0,1.0,3/2021,,,,,,,,,,,,,,
FNMA,Federal National Mortgage Association,20,22,0.0,14.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
PNDZF,Pandora A/S,13,4,1.0,6.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
ACRFF,Accor SA,19,18,8.0,7.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
SKSBF,Skanska AB (publ),28,49,6.0,14.0,8.0,3.0,3/2021,,,,,,,,,,,,,,
ASXFF,ASX Limited,17,13,2.0,7.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
WTRG,"Essential Utilities, Inc.",39,83,19.0,13.0,6.0,1.0,3/2021,,,,,,,,,,,,,,
AOS,A. O. Smith Corporation,33,66,10.0,15.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
MHVYF,"Mitsubishi Heavy Industries, Ltd.",31,62,9.0,13.0,9.0,2.0,3/2021,,,,,,,,,,,,,,
CHOLF,China Oilfield Services Limited,27,46,9.0,7.0,11.0,0.0,3/2021,,,,,,,,,,,,,,
POYYF,Polymetal International plc,20,22,8.0,8.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
TRYIF,"Toray Industries, Inc.",23,32,9.0,3.0,11.0,2.0,3/2021,,,,,,,,,,,,,,
DOX,Amdocs Limited,14,7,1.0,7.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
TAP,Molson Coors Beverage Company,19,18,6.0,7.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
CCOZF,China Coal Energy Company Limited,46,94,0.0,0.0,0.0,1.0,3/2021,,,,,,,,,,,,,,
GL,Globe Life Inc.,23,31,2.0,9.0,12.0,1.0,3/2021,,,,,,,,,,,,,,
BTDPF,Barratt Developments plc,10,2,3.0,4.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
GECFF,Gecina SA,9,1,2.0,3.0,4.0,0.0,3/2021,,,,,,,,,,,,,,
CHEAF,China Eastern Airlines Corporation Limited,33,67,12.0,14.0,7.0,2.0,3/2021,,,,,,,,,,,,,,
CF,"CF Industries Holdings, Inc.",33,68,19.0,9.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
GLPEF,"Galp Energia, SGPS, S.A.",27,46,11.0,8.0,8.0,1.0,3/2021,,,,,,,,,,,,,,
IRM,Iron Mountain Incorporated,15,8,5.0,4.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
BZLFF,Bunzl plc,17,13,3.0,7.0,7.0,0.0,3/2021,,,,,,,,,,,,,,
ARMK,Aramark,25,40,6.0,14.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
WU,The Western Union Company,16,11,0.0,10.0,7.0,3.0,3/2021,,,,,,,,,,,,,,
COCSF,"Coca-Cola FEMSA, S.A.B. de C.V.",26,41,9.0,10.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
LNDNF,Lundin Energy AB (publ),29,53,13.0,9.0,7.0,3.0,3/2021,,,,,,,,,,,,,,
CXMSF,"CEMEX, S.A.B. de C.V.",30,57,17.0,4.0,9.0,3.0,3/2021,,,,,,,,,,,,,,
HUBB,Hubbell Incorporated,26,43,9.0,11.0,6.0,1.0,3/2021,,,,,,,,,,,,,,
MAGOF,MAN SE,25,40,7.0,9.0,9.0,3.0,3/2021,,,,,,,,,,,,,,
SHTLF,South32 Limited,32,66,17.0,10.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
PNR,Pentair plc,33,69,10.0,16.0,8.0,1.0,3/2021,,,,,,,,,,,,,,
MLCO,Melco Resorts & Entertainment Limited,22,30,2.0,10.0,10.0,2.0,3/2021,,,,,,,,,,,,,,
AFG,"American Financial Group, Inc.",29,52,2.0,10.0,16.0,1.0,3/2021,,,,,,,,,,,,,,
RE,"Everest Re Group, Ltd.",18,16,1.0,7.0,10.0,1.0,3/2021,,,,,,,,,,,,,,
WWNTF,Want Want China Holdings Limited,39,83,15.0,17.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
ORKLF,Orkla ASA,20,21,7.0,7.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
GLPI,"Gaming and Leisure Properties, Inc.",20,21,6.0,7.0,7.0,0.0,3/2021,,,,,,,,,,,,,,
ST,Sensata Technologies Holding plc,12,3,4.0,4.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
REG,Regency Centers Corporation,12,3,4.0,4.0,5.0,0.0,3/2021,,,,,,,,,,,,,,
STLD,"Steel Dynamics, Inc.",35,72,14.0,14.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
LAMR,Lamar Advertising Company (REIT),17,11,0.0,9.0,7.0,0.0,3/2021,,,,,,,,,,,,,,
SASOF,Sasol Limited,33,66,19.0,7.0,7.0,2.0,3/2021,,,,,,,,,,,,,,
AEGOF,Aegon N.V.,17,12,1.0,9.0,7.0,3.0,3/2021,,,,,,,,,,,,,,
CLR,"Continental Resources, Inc.",56,99,29.0,15.0,11.0,1.0,3/2021,,,,,,,,,,,,,,
CLPXF,China Longyuan Power Group Corporation Limited,28,49,5.0,15.0,8.0,0.0,3/2021,,,,,,,,,,,,,,
ICCGF,ICA Gruppen AB (publ),20,22,5.0,9.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
FNLPF,Fresnillo Plc,31,63,12.0,13.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
STJPF,St. James's Place plc,21,26,1.0,11.0,9.0,1.0,3/2021,,,,,,,,,,,,,,
OC,Owens Corning,18,15,9.0,4.0,5.0,1.0,3/2021,,,,,,,,,,,,,,
THQ,Tekla Healthcare Opportunities Fund,25,0,2.0,14.0,8.0,,12/2020,,,,,,,,,,,,,,
CII,"BlackRock Enhanced Capital and Income Fund, Inc.",22,0,4.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
WFTLF,Weatherford International plc,30,58,0.0,0.0,0.0,2.0,3/2021,,,,,,,,,,,,,,
AIV,Apartment Investment and Management Company,19,18,7.0,5.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
HTD,John Hancock Tax-Advantaged Dividend Income Fund,30,0,11.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
CCD,Calamos Dynamic Convertible and Income Fund,26,0,4.0,9.0,6.0,,12/2020,,,,,,,,,,,,,,
NIE,AllianzGI Equity & Convertible Income Fund,22,0,3.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
BOE,BlackRock Enhanced Global Dividend Trust,22,0,4.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
BTO,John Hancock Financial Opportunities Fund,29,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,22,0,3.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
PDT,John Hancock Premium Dividend Fund,29,0,10.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
EOI,Eaton Vance Enhanced Equity Income Fund,22,0,4.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
STHHF,Steinhoff International Holdings N.V.,25,37,0.0,0.0,0.0,5.0,3/2021,,,,,,,,,,,,,,
BGY,BlackRock Enhanced International Dividend Trust,21,0,4.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
AVK,Advent Convertible and Income Fund,26,0,4.0,8.0,5.0,,12/2020,,,,,,,,,,,,,,
CHW,Calamos Global Dynamic Income Fund,25,0,5.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
IFN,"The India Fund, Inc.",25,0,4.0,7.0,7.0,,12/2020,,,,,,,,,,,,,,
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,23,0,3.0,12.0,8.0,,12/2020,,,,,,,,,,,,,,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,27,0,2.0,10.0,10.0,,12/2020,,,,,,,,,,,,,,
HPS,John Hancock Preferred Income Fund III,29,0,8.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,23,0,5.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
BME,BlackRock Health Sciences Trust,26,0,2.0,14.0,8.0,,12/2020,,,,,,,,,,,,,,
CRF,"Cornerstone Total Return Fund, Inc.",22,0,3.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
NCV,Virtus AllianzGI Convertible & Income Fund,27,0,5.0,8.0,6.0,,12/2020,,,,,,,,,,,,,,
RMT,"Royce Micro-Cap Trust, Inc.",29,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
HPI,John Hancock Preferred Income Fund,29,0,8.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
AWP,Aberdeen Global Premier Properties Fund,16,0,4.0,4.0,5.0,,12/2020,,,,,,,,,,,,,,
CAF,"Morgan Stanley China A Share Fund, Inc.",32,0,4.0,12.0,9.0,,12/2020,,,,,,,,,,,,,,
HQL,Tekla Life Sciences Investors,27,0,0.0,12.0,6.0,,12/2020,,,,,,,,,,,,,,
STK,Columbia Seligman Premium Technology Growth Fund,21,0,3.0,7.0,6.0,,12/2020,,,,,,,,,,,,,,
PEO,"Adams Natural Resources Fund, Inc.",31,0,15.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",25,0,5.0,9.0,9.0,,12/2020,,,,,,,,,,,,,,
ZTR,Virtus Total Return Fund Inc.,25,0,9.0,9.0,6.0,,12/2020,,,,,,,,,,,,,,
GUT,The Gabelli Utility Trust,30,0,10.0,8.0,5.0,,12/2020,,,,,,,,,,,,,,
HPF,John Hancock Preferred Income Fund II,29,0,8.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,22,0,4.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
GLO,Clough Global Opportunities Fund,24,0,3.0,8.0,6.0,,12/2020,,,,,,,,,,,,,,
ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,23,0,4.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
NCZ,Virtus AllianzGI Convertible & Income Fund II,27,0,5.0,8.0,6.0,,12/2020,,,,,,,,,,,,,,
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",16,0,5.0,5.0,5.0,,12/2020,,,,,,,,,,,,,,
FFA,First Trust Enhanced Equity Income Fund,21,0,3.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
ASG,"Liberty All-Star Growth Fund, Inc.",24,0,3.0,8.0,5.0,,12/2020,,,,,,,,,,,,,,
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",24,0,4.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
GPM,Guggenheim Enhanced Equity Income Fund,23,0,5.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",26,0,4.0,11.0,10.0,,12/2020,,,,,,,,,,,,,,
FEI,First Trust MLP and Energy Income Fund,31,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
EMF,Templeton Emerging Markets Fund,26,0,4.0,10.0,10.0,,12/2020,,,,,,,,,,,,,,
IIF,"Morgan Stanley India Investment Fund, Inc.",28,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
KMF,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",28,0,8.0,7.0,3.0,,12/2020,,,,,,,,,,,,,,
GF,"The New Germany Fund, Inc.",24,0,4.0,7.0,6.0,,12/2020,,,,,,,,,,,,,,
CHN,"The China Fund, Inc.",27,0,4.0,10.0,9.0,,12/2020,,,,,,,,,,,,,,
TYG,Tortoise Energy Infrastructure Corporation,32,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,22,0,3.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,24,0,9.0,8.0,5.0,,12/2020,,,,,,,,,,,,,,
BGR,BlackRock Energy and Resources Trust,33,0,16.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
JRS,Nuveen Real Estate Income Fund,16,0,4.0,4.0,5.0,,12/2020,,,,,,,,,,,,,,
FEN,First Trust Energy Income and Growth Fund,31,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
GGT,The Gabelli Multimedia Trust Inc.,20,0,2.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
LGI,"Lazard Global Total Return and Income Fund, Inc.",20,0,3.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
FLC,Flaherty & Crumrine Total Return Fund Inc.,27,0,2.0,11.0,10.0,,12/2020,,,,,,,,,,,,,,
NML,Neuberger Berman MLP and Energy Income Fund Inc.,31,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
JCE,Nuveen Core Equity Alpha Fund,22,0,4.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
FUND,"Sprott Focus Trust, Inc.",31,0,7.0,7.0,5.0,,12/2020,,,,,,,,,,,,,,
IDE,"Voya Infrastructure, Industrials and Materials Fund",25,0,9.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,27,0,5.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
SCD,LMP Capital and Income Fund Inc.,26,0,4.0,8.0,6.0,,12/2020,,,,,,,,,,,,,,
EOD,Wells Fargo Advantage Funds - Wells Fargo Global Dividend Opportunity Fund,24,0,5.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
GRX,The Gabelli Healthcare & Wellness Trust,26,0,4.0,10.0,6.0,,12/2020,,,,,,,,,,,,,,
KF,"The Korea Fund, Inc.",28,0,7.0,9.0,11.0,,12/2020,,,,,,,,,,,,,,
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,22,0,4.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,17,0,4.0,4.0,5.0,,12/2020,,,,,,,,,,,,,,
TWN,"The Taiwan Fund, Inc.",23,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
GLQ,Clough Global Equity Fund,25,0,3.0,8.0,6.0,,12/2020,,,,,,,,,,,,,,
PFD,Flaherty & Crumrine Preferred Income Fund Inc.,27,0,2.0,10.0,10.0,,12/2020,,,,,,,,,,,,,,
ECF,Ellsworth Growth and Income Fund Ltd.,25,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
JHS,John Hancock Income Securities Trust,25,0,4.0,11.0,8.0,,11/2020,,,,,,,,,,,,,,
IGA,Voya Global Advantage and Premium Opportunity Fund,23,0,5.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
CEE,"The Central and Eastern Europe Fund, Inc.",30,0,10.0,9.0,9.0,,12/2020,,,,,,,,,,,,,,
GER,Goldman Sachs MLP and Energy Renaissance Fund,34,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc.,27,0,2.0,10.0,10.0,,12/2020,,,,,,,,,,,,,,
BCV,Bancroft Fund Ltd.,26,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
DNIF,Dividend and Income Fund,24,0,4.0,8.0,6.0,,12/2020,,,,,,,,,,,,,,
MCN,Madison Covered Call & Equity Strategy Fund,26,0,7.0,11.0,7.0,,12/2020,,,,,,,,,,,,,,
IHD,Voya Emerging Markets High Dividend Equity Fund,27,0,6.0,10.0,10.0,,12/2020,,,,,,,,,,,,,,
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,34,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,24,0,4.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
PAI,Western Asset Investment Grade Income Fund Inc.,27,0,6.0,11.0,9.0,,12/2020,,,,,,,,,,,,,,
AGD,Aberdeen Global Dynamic Dividend Fund,23,0,5.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
FPL,First Trust New Opportunities MLP & Energy Fund,31,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
CGO,Calamos Global Total Return Fund,25,0,5.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
GGZ,The Gabelli Global Small and Mid Cap Value Trust,26,0,5.0,7.0,5.0,,12/2020,,,,,,,,,,,,,,
IAF,"Aberdeen Australia Equity Fund, Inc.",24,0,5.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
RMRM,RMR Mortgage Trust,17,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
JEQ,"Aberdeen Japan Equity Fund, Inc.",25,0,4.0,8.0,8.0,,12/2020,,,,,,,,,,,,,,
ERH,Wells Fargo Advantage Utilities and High Income Fund,30,0,13.0,9.0,6.0,,12/2020,,,,,,,,,,,,,,
SWZ,The Swiss Helvetia Fund Inc.,23,0,3.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
DEX,Delaware Enhanced Global Dividend and Income Fund,26,0,5.0,10.0,6.0,,12/2020,,,,,,,,,,,,,,
GCV,The Gabelli Convertible and Income Securities Fund Inc.,26,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
IAE,Voya Asia Pacific High Dividend Equity Income Fund,25,0,6.0,10.0,9.0,,12/2020,,,,,,,,,,,,,,
SZC,The Cushing Renaissance Fund,26,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
GLU,The Gabelli Global Utility & Income Trust,26,0,8.0,9.0,6.0,,12/2020,,,,,,,,,,,,,,
EXD,Eaton Vance Tax-Advantaged Bond and Option Strategies Fund,21,0,3.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
GLV,Clough Global Dividend and Income Fund,23,0,3.0,8.0,7.0,,12/2020,,,,,,,,,,,,,,
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",35,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
EEA,"The European Equity Fund, Inc.",21,0,4.0,9.0,8.0,,12/2020,,,,,,,,,,,,,,
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,24,0,7.0,8.0,5.0,,12/2020,,,,,,,,,,,,,,
DDF,"Delaware Investments Dividend and Income Fund, Inc.",25,0,5.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
FMO,Fiduciary/Claymore Energy Infrastructure Fund,34,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
IRR,Voya Natural Resources Equity Income Fund,30,0,14.0,9.0,6.0,,12/2020,,,,,,,,,,,,,,
IRL,"The New Ireland Fund, Inc.",23,0,7.0,5.0,5.0,,12/2020,,,,,,,,,,,,,,
SRV,The Cushing MLP & Infrastructure Total Return Fund,30,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
WRCDF,Wirecard AG,45,92,0.0,12.0,33.0,5.0,3/2021,,,,,,,,,,,,,,
IID,Voya International High Dividend Equity Income Fund,23,0,5.0,9.0,8.0,,12/2020,,,,,,,,,,,,,,
MFV,MFS Special Value Trust,26,0,4.0,9.0,6.0,,12/2020,,,,,,,,,,,,,,
CUBA,The Herzfeld Caribbean Basin Fund Inc.,29,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
GRF,"Eagle Capital Growth Fund, Inc.",23,0,3.0,10.0,8.0,,11/2020,,,,,,,,,,,,,,
MNKKQ,Mallinckrodt plc,49,96,0.0,0.0,0.0,5.0,3/2021,,,,,,,,,,,,,,
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,34,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
MXE,Mexico Equity & Income Fund Inc.,30,0,9.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
FXBY,Foxby Corp.,23,0,3.0,8.0,6.0,,12/2020,,,,,,,,,,,,,,
ISFLF,iShares II Public Limited Company - iShares $ Floating Rate Bond UCITS ETF,23,0,3.0,11.0,10.0,,12/2020,,,,,,,,,,,,,,
IHRPF,iShares Public Limited Company - iShares China Large Cap UCITS ETF,28,0,5.0,12.0,11.0,,12/2020,,,,,,,,,,,,,,
WDTRF,WisdomTree Issuer ICAV - WisdomTree Japan Equity UCITS ETF,25,0,5.0,9.0,9.0,,12/2020,,,,,,,,,,,,,,
IZIZF,iShares III Public Limited Company - iShares MSCI EM UCITS ETF USD (Acc),27,0,6.0,10.0,9.0,,12/2020,,,,,,,,,,,,,,
DISPF,Disco Corporation,23,30,6.0,7.0,9.0,0.0,3/2021,,,,,,,,,,,,,,
HZBRF,BetaPro S&P/TSX Capped Energy 2x Daily Bull ETF,34,0,18.0,8.0,8.0,,12/2020,,,,,,,,,,,,,,
FTGPF,FIRST TRUST GLOBAL FUNDS PLC,22,0,2.0,10.0,8.0,,12/2020,,,,,,,,,,,,,,
BLKIF,iShares IV Public Limited Company - iShares Healthcare Innovation UCITS ETF,28,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
ISCXF,iShares Public Limited Company - iShares $ Corp Bond UCITS ETF,24,0,4.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
BLGFF,Baillie Gifford US Growth Trust PLC,25,0,2.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
EATOF,Evolve Automobile Innovation Index Fund,27,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
ISVFF,iShares V Public Limited Company - iShares S&P 500 Health Care Sector UCITS ETF,25,0,2.0,15.0,9.0,,12/2020,,,,,,,,,,,,,,
HDIQF,iShares II plc - iShares MSCI USA Quality Dividend UCITS ETF,23,0,5.0,11.0,7.0,,12/2020,,,,,,,,,,,,,,
ISZZF,iShares IV Public Limited Company - iShares MSCI USA SRI UCITS ETF,20,0,3.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
WSDMF,WisdomTree Issuer ICAV - WisdomTree Europe Equity UCITS ETF,20,0,6.0,7.0,7.0,,12/2020,,,,,,,,,,,,,,
RUDQF,RBC QUANT U S DIVID LEADERS ETF,20,0,3.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
VNGCF,Vanguard Funds Public Limited Company - Vanguard USD Corporate Bond UCITS ETF,25,0,4.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
XTTRF,Xtrackers - MSCI China UCITS ETF,27,0,5.0,12.0,10.0,,12/2020,,,,,,,,,,,,,,
VNGUF,Vanguard Funds Public Limited Company - Vanguard FTSE Emerging Markets UCITS ETF,27,0,6.0,10.0,9.0,,12/2020,,,,,,,,,,,,,,
IVVVF,iShares IV Public Limited Company - iShares $ Short Duration High Yield Corporate Bond UCITS ETF,30,0,7.0,9.0,7.0,,9/2020,,,,,,,,,,,,,,
SMWFF,SSgA SPDR ETFs Europe II plc - SPDR MSCI World Energy UCITS ETF,32,0,15.0,9.0,7.0,,12/2020,,,,,,,,,,,,,,
ISAPF,iShares Public Limited Company - iShares Core MSCI EM IMI UCITS ETF,27,0,5.0,9.0,9.0,,12/2020,,,,,,,,,,,,,,
IMATF,ISHARES V PLC,25,0,12.0,7.0,6.0,,12/2020,,,,,,,,,,,,,,
IVVPF,iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF,20,0,5.0,8.0,8.0,,12/2020,,,,,,,,,,,,,,
DXMEF,Xtrackers - MSCI Europe UCITS ETF,21,0,5.0,9.0,8.0,,12/2020,,,,,,,,,,,,,,
ISHPF,iShares V Public Limited Company - iShares EM Dividend UCITS ETF,28,0,6.0,7.0,7.0,,12/2020,,,,,,,,,,,,,,
KYSEF,"Kyushu Electric Power Company, Incorporated",41,86,17.0,14.0,10.0,2.0,3/2021,,,,,,,,,,,,,,
ISHWF,iShares II Public Limited Company - iShares MSCI World Quality Dividend UCITS ETF,24,0,5.0,11.0,8.0,,12/2020,,,,,,,,,,,,,,
IRESF,iShares Public Limited Company - iShares Core FTSE 100 UCITS ETF,24,0,6.0,10.0,7.0,,12/2020,,,,,,,,,,,,,,
IAACF,iShares IV Public Limited Company - iShares MSCI China A UCITS ETF,33,0,7.0,12.0,10.0,,12/2020,,,,,,,,,,,,,,
IVBUF,ISHARES IV PLC,28,0,0.0,0.0,0.0,,12/2020,,,,,,,,,,,,,,
ISPFF,iShares II Public Limited Company - iShares Developed Markets Property Yield UCITS ETF,15,0,4.0,4.0,5.0,,12/2020,,,,,,,,,,,,,,
PRMAF,Purpose Multi-Asset Income Fund,25,0,5.0,7.0,5.0,,12/2020,,,,,,,,,,,,,,
ISGPF,iShares V Public Limited Company - iShares Gold Producers UCITS ETF,31,0,13.0,10.0,6.0,,12/2020,,,,,,,,,,,,,,
